Brasserie la bonne franquette,[{'place_id': 'ChIJow5SxuxRqEcRpk680jewg50'}]
SATYAM,[{'place_id': 'ChIJbYB6Xx1RqEcRXgFN-6ROycI'}]
Manjurani,[{'place_id': 'ChIJB_q4QR1RqEcRwrVYkC6fQ58'}]
McDonald's Zooterrassen,[]
Ottenthal Restaurant,[{'place_id': 'ChIJwZePTvxQqEcRqc_BrpiJGfU'}]
Die Stulle,[{'place_id': 'ChIJR7U0JP1QqEcRDSBQWTzOjPQ'}]
Pizzeria Ali Baba,[{'place_id': 'ChIJRQTOp-RQqEcRhkybSua9CMY'}]
Thai Restaurant Elephant,[{'place_id': 'ChIJ6cr-PfxQqEcRzvNqXmHPRjo'}]
papaya in der kantstraße,[{'place_id': 'ChIJ87nI3-BQqEcRidBeWPIEENY'}]
Leibniz Cafe,[{'place_id': 'ChIJw57zPR5RqEcRuxsSS1Ga3xM'}]
NgoKimPak,[{'place_id': 'ChIJldPDf5VRqEcRypDTENyoMhk'}]
FunkyFisch,[{'place_id': 'ChIJU7-KvONQqEcRCmPCCvo-Fg4'}]
Biscotti,[{'place_id': 'ChIJc4rJquFQqEcRv4FLweuqOkg'}]
Reeham coffee,"[{'place_id': 'ChIJJ1rIsstPqEcR6I5njBvubK0'}, {'place_id': 'ChIJPZnhQuBRqEcReF20Y8rrfL8'}]"
Dal Buongustaio,[{'place_id': 'ChIJjT65HNxQqEcRPYflkCnq2BQ'}]
Lampang House Berlin,[{'place_id': 'ChIJ_xW4NjtRqEcRxwb640b0dDI'}]
Allgäuer Würstlestand,[{'place_id': 'ChIJY9noQ6JRqEcReUlN34gUSaE'}]
Vadoli Pizza,[{'place_id': 'ChIJl4yRmeBQqEcRJ038cgJlcBA'}]
Vegan Bio Snackbar by Attila Hildmann,[{'place_id': 'ChIJva4JEt9QqEcRLFs5NY5ijiw'}]
Fresh & Easy,[{'place_id': 'ChIJiY9wYuBQqEcRZHMNoy9EQUk'}]
soopri. trendfood - BERLIN,[{'place_id': 'ChIJjydLYNlQqEcROzeXcmIZxm4'}]
Jim Block Wilmersdorfer,[{'place_id': 'ChIJMQeLKN5QqEcRzR0sdi6lJjY'}]
Luigi's Catering Service,[{'place_id': 'ChIJK0CW8eNQqEcRSAtDt3wuewM'}]
Ristorante San Giorgio,[{'place_id': 'ChIJs4_Gjt1QqEcRqdONA9wDYsM'}]
Restaurant Samos,[{'place_id': 'ChIJbTzO0uVQqEcR1jy2cDBj7SI'}]
Cucina Comoda,[{'place_id': 'ChIJJ7SIBL0jZUEReAPla7NZSC0'}]
Salhino,[{'place_id': 'ChIJ3xmvfedQqEcR0vEFu4ewQQc'}]
Einhorn Deli,[{'place_id': 'ChIJ9ccFU_tQqEcRfWlTOgu2OzI'}]
Frau Behrens Torten,[{'place_id': 'ChIJawzUcnpQqEcRbdZiMJQg-_A'}]
NU Restaurant,[{'place_id': 'ChIJvzYbfuNQqEcR08rQEEOvfxk'}]
Christopher's,[{'place_id': 'ChIJ48RcU-VRqEcR5vmfqGFxRLM'}]
Roberta Café,[{'place_id': 'ChIJi3oRAuhQqEcRlV9Adqgxl0g'}]
Lutter&Wegner seit 1811,[{'place_id': 'ChIJYc9OFPpRqEcRCC9vv0w4eLg'}]
Restaurant Nußbaumerin,[{'place_id': 'ChIJFwMFQN1QqEcRwkulxXFy-2Q'}]
Ristorante & Vinobar Calibocca,[{'place_id': 'ChIJ1Vrbe-RQqEcRnpasKjzVzTY'}]
Gohan Tokyo to go,[{'place_id': 'ChIJG_KD-TxRqEcRpeu0WzFkMpg'}]
Nostress Café,[{'place_id': 'ChIJMQ-govdRqEcRqPGdlDHnBi4'}]
Restaurant bass,[{'place_id': 'ChIJ80LLUu9QqEcR5OKoBF1sv5M'}]
Subway KuDamm,[{'place_id': 'ChIJf4cV5eVQqEcRjSpYtMoP1Hs'}]
mrhai GmbH,[{'place_id': 'ChIJYWgeYeVQqEcRs2HVazQQJAY'}]
Restaurant La Gioconda,[{'place_id': 'ChIJDa7Qk-VQqEcRBoMfDO5ass4'}]
Ach Niko Ach,[{'place_id': 'ChIJ40M2BsNQqEcRWf9etfz3O0U'}]
FRANCUCCI‘s,[{'place_id': 'ChIJxxHclcJQqEcRW3QxkHp9V0Y'}]
Tugra Restaurant,[{'place_id': 'ChIJ7dILBcNQqEcRGR1eR_iziD8'}]
BLOCK HOUSE Am Adenauerplatz,[{'place_id': 'ChIJhar0cOhQqEcR8M_aSc0Rv_g'}]
DOS,[{'place_id': 'ChIJd3Iqc8ZQqEcRBIMjux5dYM8'}]
De Santi,[{'place_id': 'ChIJ4aslGMRQqEcRPstp_I0buIE'}]
Tavernetta Azara,[{'place_id': 'ChIJPYcLH8RQqEcR8RC4CspLVRs'}]
Restaurant zum Haxenwirt,[{'place_id': 'ChIJ5Rv0TvJQqEcR5c_O5sfoO8I'}]
Emi Backshop,[{'place_id': 'ChIJDfydvIxQqEcRM_HHzHd8EHw'}]
Bahadur Tandoori Grill & Currys,[{'place_id': 'ChIJDdWPNfNQqEcRc0gnoKag6zU'}]
MHD Ade,[{'place_id': 'ChIJR0iXbI5QqEcRsz1Zy_KK9B0'}]
Wilma Burgergrill,[{'place_id': 'ChIJaVGI3qlRqEcR3ox9Pdw0gV4'}]
Noi Due Ristorante,[{'place_id': 'ChIJw_2qswdRqEcRPzDcgzNiCxY'}]
Restaurant Berliner Hof,[{'place_id': 'ChIJ4xP-KopQqEcRjdeoLco1CiM'}]
Chuchichäschtli,[{'place_id': 'ChIJYQPiRvRQqEcRinAgkfIr-ow'}]
Salumeria Veneto,[{'place_id': 'ChIJT3AsE_NQqEcR9gbwqJX9vSc'}]
Stairs Bar,[{'place_id': 'ChIJa6KKAfRQqEcRU0_DSDRlxZU'}]
Restaurant Amberd,[{'place_id': 'ChIJ-Qw9U_FQqEcRGzDrQvhVIx8'}]
Taverna Hellas,[{'place_id': 'ChIJoYrVM_RQqEcRQwPF3hBlMZ8'}]
"imogti - Café, Tee, Kuchen, Snacks & Vegane Leckereien",[{'place_id': 'ChIJE-qVNfZRqEcR9M5pqiHyZnM'}]
Bakery&Cafe,[{'place_id': 'ChIJX36GL_lQqEcRpPtS8gtMa3w'}]
Restaurant Ta Panta Ri,[{'place_id': 'ChIJL98oK_FQqEcRcSUQrqkUuU8'}]
Cell Restaurant,[{'place_id': 'ChIJ6-WVG2NRqEcRa2GOIpDnKgE'}]
Mövenpick Weinkeller,[{'place_id': 'ChIJZ31Zt_pQqEcRbVoRbTbIh_Q'}]
Restaurant Weyers,[{'place_id': 'ChIJL0EhkPBQqEcRjIToWIYqE5g'}]
Hard Rock Cafe Berlin,[{'place_id': 'ChIJY5Xdsf5QqEcRd1E2widw50E'}]
Berliner Kaffeerösterei,[{'place_id': 'ChIJWzG7uftQqEcRS-9KDnvVeGg'}]
Piccola Taormina,[{'place_id': 'ChIJx9J0l_tQqEcRcumRlIMD6ek'}]
Spice india Restaurant,[{'place_id': 'ChIJ33NdPvpQqEcRWAYPYTnzHD0'}]
Berio,[{'place_id': 'ChIJS7EI6E5QqEcRCTSd9OLpWOM'}]
Trattoria á Muntagnola,[{'place_id': 'ChIJFb94LlFQqEcRXnI78AM-P3s'}]
Restaurant Rüdiger‘s,[{'place_id': 'ChIJVVVVlVBQqEcRjCE7DReVfcg'}]
Sissi - Restaurant,[{'place_id': 'ChIJZe1vSVBQqEcRP3TL0kS70lg'}]
Impala Coffee,[{'place_id': 'ChIJg4r87E5QqEcRVGvcLCUblA0'}]
Restaurant Feinberg's,[{'place_id': 'ChIJJa-e1VZQqEcRonVFHbZQmjk'}]
Pho12,[{'place_id': 'ChIJh40WX1xQqEcRt46Zkis4lFU'}]
The Hummus Guys,[{'place_id': 'ChIJX4clYiZRqEcRedS_C1JeS0Y'}]
Lon-Men,[{'place_id': 'ChIJk1j1gF5QqEcRZu29UDSrmQc'}]
Schöne Burger,[{'place_id': 'ChIJDebmGU9QqEcRN_wF9NLo1es'}]
papaya am winterfeldtplatz,[{'place_id': 'ChIJdVAoHE9QqEcRT1azafbAFiI'}]
KiezEis,[{'place_id': 'ChIJxSU_Ak9QqEcRIltAKjo_LIg'}]
Salut! Classic Bar,[{'place_id': 'ChIJOwX4nEZQqEcRNZqMdesNSII'}]
Tee Tea Thé,[{'place_id': 'ChIJUy25o0ZQqEcRiLCBXJjFdaw'}]
Trattoria Belmonte,[{'place_id': 'ChIJ6cOiKEVQqEcRF936vU3vg18'}]
Frau Bäckerin,[{'place_id': 'ChIJjaJFgERQqEcRquV8dsnN1y4'}]
Lochner Weinwirtschaft,[{'place_id': 'ChIJj8qHRU1QqEcRGcrEU3aTRis'}]
Mamsell,[{'place_id': 'ChIJmUfAIURQqEcRDIOKVm7Xtz4'}]
E&M Leydicke,[{'place_id': 'ChIJI46k0TlQqEcRm3thqKyx6Pw'}]
Ristorante Centro Sud,[{'place_id': 'ChIJrT9iSUlQqEcRzKFA6wXFOJU'}]
Café Manstein4,[{'place_id': 'ChIJI46k0TlQqEcR05GjKjZ4i2g'}]
Swadishta UG,[]
Maître vite - Ihr Gourmetbäcker,[{'place_id': 'ChIJ_ZE_vUpQqEcR6W_kz0BCTuE'}]
BURGER KING DEUTSCHLAND GEMBH,[{'place_id': 'ChIJ78XOQEpQqEcRBalVhfFOZjg'}]
EAT 91,[{'place_id': 'ChIJxfCOxHZRqEcR2ZwWYhFSTK0'}]
Rocket & Basil,[{'place_id': 'ChIJrW8qGBNRqEcR_MY6Q78nvCA'}]
The Wilson's,[{'place_id': 'ChIJq9E7q1VQqEcR1Oq1th0uDKc'}]
Espresso Bar,[{'place_id': 'ChIJK0mlwVNQqEcR3Dgp6RCiNOI'}]
Stue Kantine,[{'place_id': 'ChIJGYTmkKtRqEcRWx2mn3U_McE'}]
Jim Block Bikini,[{'place_id': 'ChIJO2UEZVVQqEcRgEA4I_TbaAY'}]
Curry Wolf,[{'place_id': 'ChIJjyeGYf9QqEcRxmk8gofnSu4'}]
Kartoffelkiste im Europa-Center,[{'place_id': 'ChIJpcO8eVVQqEcRy-wiYvgzInE'}]
Restaurant Le Piaf Gourmand,[{'place_id': 'ChIJfeh_GyZRqEcR2Sy7omo9kok'}]
Stullendealer,[{'place_id': 'ChIJdVD5hcRRqEcRtLpoXJzkZ60'}]
Dolores West,[{'place_id': 'ChIJB8tz_VNQqEcRooYgIoiHhOI'}]
Salut Mediterranean Food & Catering,[{'place_id': 'ChIJ5eOipPhQqEcRZ_41MMgmcrQ'}]
Glüxgefühl,[{'place_id': 'ChIJl_sH3VVQqEcRQLLs_wOmxHU'}]
Restaurant Toro Negro,[{'place_id': 'ChIJKbSRalZQqEcRvliwsH2ez3E'}]
Nuovo Antica Roma,[{'place_id': 'ChIJv6dSCFRQqEcRz4P7D8-_VZo'}]
Mana Restaurant,[{'place_id': 'ChIJAQDceUFQqEcRD78Z5WnkGAQ'}]
Miu Sushi,[{'place_id': 'ChIJq_swYHRRqEcRC2FML8JuUR4'}]
Moghul indische Restaurant,[{'place_id': 'ChIJKSyqAkFQqEcRA5IS5v7gSe8'}]
renger-patzsch,[{'place_id': 'ChIJD6AUe0FQqEcReUr1EfmIZcw'}]
Food Club Schöneberg,[{'place_id': 'ChIJEWpVkEFQqEcRTUU3LT_FSgg'}]
Der Rioja-Weinspezialist,[{'place_id': 'ChIJJXQxSUFQqEcRCXrPkzlxmj4'}]
Taverna Sevi´s Kos,[{'place_id': 'ChIJV2hCh0JQqEcRSbgYwn3uQrA'}]
Restaurant Robbengatter,[{'place_id': 'ChIJxUxZtV1QqEcRJ4sJBsKdDvw'}]
Tuk Tuk,[{'place_id': 'ChIJb4zEfjhQqEcROQqMWh6hX_o'}]
Caffein by Pericone GmbH,[{'place_id': 'ChIJm86-BD9QqEcRhxJP2grRlpg'}]
RefuEat Catering GmbH,[{'place_id': 'ChIJ0_0_-9JRqEcRdbtWjxhw51M'}]
Naumann Küche,[{'place_id': 'ChIJg_jVFhZQqEcRhVN7RwXvpqM'}]
esswirtschaft südkreuz,[{'place_id': 'ChIJYyFdT2ZRqEcRqpwWmj4CCo0'}]
Domino`s Kreuzberg Süd,[{'place_id': 'ChIJrRd29M9PqEcRxLf3tfr7NZ8'}]
Hostaria del Monte Croce,[{'place_id': 'ChIJ3yETYdZPqEcRUikrQxWJUAc'}]
Backhaus Liberda,[]
Hallesches Haus,[{'place_id': 'ChIJ1cF56hxRqEcRmvwteW1vOZw'}]
A.HORN,[{'place_id': 'ChIJqX9cqp8jZUERNBZEoOxeSGA'}]
Restaurant Split Berlin-Kreuzberg,[{'place_id': 'ChIJoYf2NCpQqEcRjOYTi2dX20c'}]
Zyankali Bar,[{'place_id': 'ChIJPdTV4C5QqEcRYuaEK_x3_h8'}]
What a treat,[{'place_id': 'ChIJGRR6GV1PqEcRqwlhbD5Qkyo'}]
Pagode Thai Kitchen,[{'place_id': 'ChIJSZUDPdhPqEcRgkY7H8j2lso'}]
van Loon Restaurantschiffe,[{'place_id': 'ChIJ651ttdNPqEcR4-hPi3ygHxg'}]
Molinari & Ko,[{'place_id': 'ChIJr677_tdPqEcRkL4Jdb8MwfM'}]
Taverna Athene,[{'place_id': 'ChIJ7cp1RCxQqEcRd34ZqFtq-N4'}]
BRLO BRWHOUSE,[{'place_id': 'ChIJU1qJezNQqEcRC6S-QH3btN4'}]
Chubby Cheeks Mochis,[{'place_id': 'ChIJt8HbfvtRqEcR8zox8YM2RdY'}]
BrezelBar e.K.,[{'place_id': 'ChIJ71QUNthPqEcRPpCjZkMAnhI'}]
Dolden Mädel Braugasthaus,[{'place_id': 'ChIJJxFKRyZQqEcRK3PbIlYA-XQ'}]
Schönes Café,[{'place_id': 'ChIJzYTOYMlPqEcRwI9Q_IBI1v0'}]
Datscha,[{'place_id': 'ChIJkV4EwMtPqEcRMVvQJHt7_ec'}]
Apocalypse Delivery,[{'place_id': 'ChIJg2JtgUxOqEcRd1FPPyI0XCI'}]
Herz & Niere Restaurant,[{'place_id': 'ChIJsd4z3M5PqEcRun-Zo1GDyUA'}]
Figl,[{'place_id': 'ChIJl6_14shPqEcRZgpoRfj60MI'}]
The Caternaut Catering,[{'place_id': 'ChIJXeHC3MlPqEcR4fJeq72tCUM'}]
Brauhaus Südstern,[{'place_id': 'ChIJA2r4fs9PqEcRsKbTP918OAM'}]
Gnam Pasta Factory,[{'place_id': 'ChIJ0XiPCxxPqEcRlz6dYYtNzaU'}]
Plan Café - Plan C,[{'place_id': 'ChIJ___vgMtPqEcRubSh5VwATmg'}]
Sala7berlin,[{'place_id': 'ChIJ4SNKMMxPqEcRy9-Y809GOgc'}]
Domino`s Pizza Kreuzberg Nord,[{'place_id': 'ChIJzdDT8S1OqEcRJa31nXPP6H8'}]
McDonald's,[{'place_id': 'ChIJFWWqXdFRqEcRDOdvgFwHseA'}]
Nobelhart & Schmutzig,[{'place_id': 'ChIJNdtTjdNRqEcR-n4Xa0Y92G4'}]
NaNum,[{'place_id': 'ChIJ76KkCoxRqEcRklhSCLoSBug'}]
Restaurant Tim Raue Fuh Kin Great,[]
Harun`s Kebab,[{'place_id': 'ChIJY-M4JdNPqEcRrCtjewn6QuE'}]
Dookie,[{'place_id': 'ChIJYcSRcM5PqEcRu63qzIZw6Tg'}]
Pacifico Buns & Bowls,[{'place_id': 'ChIJxycyzC1OqEcRxt40XrriE-g'}]
Parker Bowles/Dookie Pizza/Pacifico,[{'place_id': 'ChIJYcSRcM5PqEcRu63qzIZw6Tg'}]
Barkin'kitchen,[{'place_id': 'ChIJp2foVHRPqEcRlKXQJs67tS8'}]
Zum Heiligen Teufel - CUCINA ITALIANA,[{'place_id': 'ChIJs7WOip1PqEcRFIjgEu8WFeM'}]
Gloria Kreuzberg,[{'place_id': 'ChIJsTWFac9RqEcRCV_ashXj0Og'}]
Il Pizzaiolo,[{'place_id': 'ChIJY8CwLb1PqEcRsrmrfjLgD-k'}]
Restaurant Jolesch,[{'place_id': 'ChIJkUK660tOqEcRuCui4omy28c'}]
Restaurant Panther,[{'place_id': 'ChIJ1SX7P0pOqEcRvWQyUS3aGd0'}]
Jolesch,[{'place_id': 'ChIJkUK660tOqEcRuCui4omy28c'}]
McDonald's Wrangelstraße,[{'place_id': 'ChIJlV40EExOqEcRw-LRQsb4aos'}]
Monsieur collard,[{'place_id': 'ChIJ5_K4gElOqEcRYnJW8Y9WAjI'}]
RosaCaleta,[{'place_id': 'ChIJ7ToW0ktOqEcRkTfPfUpLiJQ'}]
Misir Carsisi,[]
Tsukushiya Japanese Deli,[{'place_id': 'ChIJM7oiqTNOqEcRdxavYjMyCM0'}]
DingsDums Dumplings,[{'place_id': 'ChIJVVWlSrNPqEcRwfTjeeTp-HU'}]
Tenur Restaurant - Kurdische Küche,[{'place_id': 'ChIJhyKpqspPqEcREUOBdM3iVGE'}]
Santa Maria,[{'place_id': 'ChIJkefnujNOqEcRhWUSkpCpFxE'}]
Original Unverpackt,[{'place_id': 'ChIJjTfV2EpOqEcRBKElu1XgsRA'}]
Simitdchi Café & Backhaus,[{'place_id': 'ChIJVVYrajNOqEcRzxSQecGcHcQ'}]
Tiki Heart,[{'place_id': 'ChIJ5xsyJUtOqEcRpYDjSvHEf-k'}]
Zola Neapolitan pizza,[{'place_id': 'ChIJDSV-58pPqEcRhlyCWYXDiy8'}]
Restaurant Morgenland,[{'place_id': 'ChIJeaQbNUpOqEcRF75kBlRUOEk'}]
CHAPARRO,[{'place_id': 'ChIJ0c70wUpOqEcRUizUrY_mdm8'}]
SPINDLER Restaurant,[{'place_id': 'ChIJ-8fl7MpPqEcRsHvXVp8w3WU'}]
Mani in Pasta (Ristorante),[{'place_id': 'ChIJ8x9bFFZPqEcRgvLnIB_QsK8'}]
CHAN Thai Restaurant,[]
WRAPUBLIC,[{'place_id': 'ChIJC9BtajJOqEcRXAt_4Kw3o0U'}]
Café Morgenstern,[{'place_id': 'ChIJ9bLTxcxPqEcRDpXAg2EUSbc'}]
Kaffeepur GmbH,[{'place_id': 'ChIJIVn2JMtPqEcRiWCC-ynqqfM'}]
Facciola,[{'place_id': 'ChIJp1eUVbNPqEcReoQxg5fUiIo'}]
Restaurant Bastard,[{'place_id': 'ChIJ8Usso7RPqEcRWM6jtBzsVQo'}]
Miss Saigon Restaurant,[{'place_id': 'ChIJI6J4YTVOqEcRpEb0fpnAQ3w'}]
Hungerkünstler,[{'place_id': 'ChIJv4wrdvJPqEcREl4XU1GNx-8'}]
Cafe Rix,[{'place_id': 'ChIJ53sPfKFPqEcR2YoRxw94yBw'}]
Balera Weinhandlung,[{'place_id': 'ChIJyaJmgJ9PqEcRmFMyFfFqJGQ'}]
Restaurant Vorwerck,[{'place_id': 'ChIJoVJVtDhPqEcRqdDVp5yCxfA'}]
Trattoria Vigata,[{'place_id': 'ChIJdfbVz6lPqEcRlFgfrThRZrg'}]
Crazy Bastard Sauce,[{'place_id': 'ChIJ9ffdWahPqEcRhBcRYStdP8A'}]
cafe tschüsch,[{'place_id': 'ChIJXVnQ2W8jZUERxKw4SbZfde8'}]
Amore Store,[{'place_id': 'ChIJUYaM0LVPqEcRn4lzNsb2sNA'}]
Pan Africa Restaurant & Catering,[{'place_id': 'ChIJlQ0yd2JQqEcREMf7Y-d-Nco'}]
Aapka - Restaurant,[{'place_id': 'ChIJ6WHKSLRPqEcR64C_aSeiVYM'}]
Populus Coffee,[{'place_id': 'ChIJSzc0pbVPqEcRu0HhvjBxB3U'}]
Teas & Trees,[{'place_id': 'ChIJzXFVQhdPqEcR8fn-60rkmr0'}]
Geist im Glas,[{'place_id': 'ChIJo99QRrZPqEcRXW-E2PeTJ4A'}]
Café Kanel,[{'place_id': 'ChIJubzbZZZPqEcRI1YDmJuY9Is'}]
La Pecora Nera,[{'place_id': 'ChIJ17uJN75PqEcRKVO6yDVtNog'}]
m|a - feine Kost,[{'place_id': 'ChIJRxDwhb1PqEcRaEOo7zWvtkk'}]
Pomeranze Kaffeebar,[{'place_id': 'ChIJldN_tzxPqEcRi2oU429bekA'}]
Nini e Pettirosso,[{'place_id': 'ChIJw_7Px55PqEcRkZoHHLA_UBM'}]
Café PLUME,[{'place_id': 'ChIJx_0fypBPqEcR5odMNUDq8kM'}]
Sieben Gewürze Catering,[{'place_id': 'ChIJafUXPZ1PqEcRDCGbZZejqD4'}]
TISK Speisekneipe,[{'place_id': 'ChIJq6pOVrtPqEcROA4mHsDYIjI'}]
Afarmerforyou,[{'place_id': 'ChIJtVCFa7tPqEcRjTfM__EMNms'}]
Pan Africa restaurant,[{'place_id': 'ChIJlQ0yd2JQqEcREMf7Y-d-Nco'}]
Sweet Kitcen GmbH,[{'place_id': 'ChIJDQd3I7hPqEcR-7slwAFOk88'}]
Machiko's  Küche,[{'place_id': 'ChIJM2nZdUJPqEcR2mtlaACSD28'}]
Conservas Berlin,[]
Pecados,[{'place_id': 'ChIJJXW2lflPqEcRVKSbmabf5OM'}]
Amma Restaurant,[{'place_id': 'ChIJVbcGLGFEqEcRplfYP344Agg'}]
Subway,[{'place_id': 'ChIJYdKLpWlUqEcRGhmJjmOhTvg'}]
Pausini - Café und Catering,[{'place_id': 'ChIJoSXpUv9PqEcREC2RB2Xtdco'}]
Tempio Antico,[{'place_id': 'ChIJ-QFTHgJQqEcRm9HnLTPROpE'}]
Tonsai Thairestaurant,[{'place_id': 'ChIJRcgAZ_9PqEcRY423WAl9tN0'}]
Nuova Mirabella,[{'place_id': 'ChIJjW9bSfxPqEcRpaXVOsDT9c4'}]
Café Olé in der UFA Fabrik,[{'place_id': 'ChIJHeF9dalUqEcRTwFvajc8Eoo'}]
AMERICAN LIFESTYLE - US-Shop Berlin,[{'place_id': 'ChIJ6-UIwlRFqEcRhcAjF2e-0kU'}]
Villa Christina,[{'place_id': 'ChIJmTv850ZFqEcRklSGHHmqRa4'}]
Call to Eat,[{'place_id': 'ChIJcegmlUdFqEcRa9uMZJPbyGw'}]
DogTap Berlin,[{'place_id': 'ChIJZ75WXoRFqEcRejOQT3eJQ-k'}]
Bäckerei Forddamm,[{'place_id': 'ChIJcXgrk0dFqEcRo-Dkd6_0J8M'}]
frohSINN schank speisen barkultur,[{'place_id': 'ChIJrar6lXVQqEcRAyr3R7W4xmQ'}]
YUZU Izakaya & Sushi,[{'place_id': 'ChIJd5ATJ-tRqEcRqvzFNT17V-c'}]
Mare e Monti,[{'place_id': 'ChIJgx0XlkJbqEcR_gEkFTIXyig'}]
La Mezcla,[{'place_id': 'ChIJT72FnXBQqEcRThB7um2uYK4'}]
Fame Burger,[{'place_id': 'ChIJKTxkgfpRqEcRv4bHaq764Sk'}]
Lula am Markt,[{'place_id': 'ChIJ0WuwYXpQqEcRs-n98YpyZo8'}]
Friedenauer Grill Bistro,[]
Schmidt Z&KO.,[{'place_id': 'ChIJq27yWnhQqEcRKAXQQmVzQHc'}]
Café Cocosh,[{'place_id': 'ChIJqwoDvoZaqEcRT_w0zun__28'}]
Como en casa,[{'place_id': 'ChIJGX2jLHxQqEcRIEDOdGeiOds'}]
Ristorante Pino,[{'place_id': 'ChIJuanxin1QqEcR7yQes5hcQwg'}]
CARLOS CARAVELA,[{'place_id': 'ChIJF2WCS3hQqEcROjQnzMqf44w'}]
Pasta Focaccia,[{'place_id': 'ChIJk7C2tIJaqEcRpnwRpW3a_BU'}]
Restaurant Dalmacija,[{'place_id': 'ChIJYRFJb3VTqEcRBuxlzHvZuyA'}]
Curry Wolf Schloßstraße,[{'place_id': 'ChIJqfNdG81bqEcRBcumV-s09J0'}]
Pizzeria La Buca,[{'place_id': 'ChIJSf9di4NaqEcR26KVuKodfiA'}]
Pot & Pepper,[{'place_id': 'ChIJQT1cQoRaqEcRgf0DyDQdIVA'}]
Foersters Feine Biere,[{'place_id': 'ChIJn9v5gn9QqEcRjQagKaYf-Os'}]
Sale e Pane,[{'place_id': 'ChIJVWLB7IFaqEcR15U_-GLC4Tw'}]
Gyros Grill Villa Christina,[{'place_id': 'ChIJS7GHpbdbqEcR6rlwDlR8Jfg'}]
